55.022	64.6385	53.4914	64.8416	51.972	65.5173	50.5918	66.391	49.3863	67.5431	48.3752	68.8259	46.8602	69.5429	45.5448	70.4836	44.2709	71.4564	42.8306	72.0102	41.453	72.8237	39.8924	73.0351	38.2997	72.8255	36.7833	72.7232	35.1925	72.4224	33.6803	72.3415	32.0297	72.2546	30.6054	73.0909	
55.0213	64.5713	53.4275	64.5652	51.9862	65.5494	50.8332	66.7988	49.777	67.8902	48.5866	68.9779	47.9331	70.5346	47.369	72.2131	46.5802	73.512	45.6767	74.8883	44.493	76.0648	43.6524	77.4562	42.9813	78.816	42.4709	80.4563	42.119	82.0866	42.8845	83.6618	43.131	85.1507	44.155	86.7411	
55.0304	64.6036	53.4645	64.5945	51.9433	65.2968	50.6362	66.24	49.3244	67.1952	47.9271	68.0069	46.5706	68.8316	45.3848	69.9791	44.2305	71.0779	42.8029	71.9056	41.0828	72.0748	39.6264	72.9746	38.0417	73.0183	36.391	73.0726	34.7831	72.4595	33.2941	71.6774	31.8079	71.3603	30.2405	71.6075	
55.0227	64.6188	53.4868	64.5025	51.9291	64.8087	50.4888	65.5269	49.1691	66.5192	47.7534	67.2665	46.557	68.3213	45.2891	69.3291	43.936	70.1562	42.2378	70.6786	40.812	71.1886	39.3909	71.6921	37.8692	71.9358	36.1924	71.3475	34.7197	70.8791	33.0948	70.4273	31.447	70.2553	29.7793	70.6502	
55.0159	64.6324	53.4921	64.9504	51.946	65.3797	50.5413	66.1021	49.2025	67.0245	48.1841	68.333	47.2801	69.7239	46.979	71.4157	46.8976	72.9743	46.6908	74.4767	46.4749	75.995	45.8004	77.3789	45.4413	78.9686	45.5674	80.6604	46.0883	82.1513	45.6801	83.6814	45.9891	85.2228	45.7691	86.7558	
55.0201	64.6239	53.4003	64.4274	51.8198	64.9496	50.2777	65.4368	48.7186	65.7468	47.1955	65.586	45.801	66.3644	44.3501	66.7594	42.7752	67.1752	41.4096	67.8208	39.8284	68.2598	38.6221	69.4838	36.9354	69.7969	35.3345	69.7109	33.8392	70.6442	32.4514	71.5168	31.1499	72.3162	29.9066	73.2115	
55.0143	64.6078	53.4125	64.6516	51.8567	65.0778	50.3513	65.75	49.2201	67.06	47.8439	68.1355	46.5188	69.0513	45.0757	69.8246	43.6342	70.6338	42.5483	71.7339	41.3484	72.6654	39.9812	73.569	38.1932	73.9219	36.6163	74.334	34.8892	74.9344	33.4909	75.6043	32.1334	76.3293	30.2063	76.6595	
55.024	64.6281	53.5462	65.0631	52.0755	65.8437	50.574	66.3732	49.2917	67.469	48.0723	68.3623	46.9255	69.39	45.6863	70.4445	44.4713	71.5379	43.1088	72.2201	41.7767	72.9589	40.2137	73.2111	38.6539	73.2287	37.2423	73.8644	35.6688	74.3512	34.4207	75.2777	32.9958	75.7982	31.6035	76.4089	
55.0412	64.6379	53.4721	64.6163	51.9493	65.1391	50.4691	65.8261	48.9892	66.4561	47.6089	67.3011	46.0557	67.4642	44.3926	67.236	42.7116	66.9176	41.2108	66.711	39.7938	66.0145	38.4751	65.1602	36.947	64.9314	35.5955	64.1795	34.1767	63.6216	32.8201	62.6678	32.0862	61.1844	31.227	59.8582	
55.0332	64.5969	53.4537	64.922	51.984	65.7437	50.4172	66.0281	49.0633	67.0167	47.9122	68.0447	46.8383	69.2816	45.9502	70.6643	44.9276	71.904	43.8682	73.1325	42.7971	74.3382	41.4267	75.2271	40.0975	75.9943	38.8372	77.024	37.1374	77.3796	35.4457	78.0002	33.9244	78.2848	32.4896	78.7459	
55.0239	64.6184	53.4637	64.6803	51.9768	65.0947	50.5173	65.7493	48.9851	66.2449	47.4612	66.7009	46.0304	67.5334	44.6321	68.3163	43.1167	68.7243	41.4366	68.6122	39.9022	68.8902	38.5023	69.5368	37.0207	69.8941	35.4611	69.8278	33.8218	69.8958	32.3315	70.0889	30.8045	70.0078	29.4637	69.025	
55.0128	64.6078	53.4482	64.7416	51.8865	65.1621	50.3558	65.5629	48.781	65.9116	47.1977	66.4167	45.812	67.3625	44.0106	67.7099	42.5299	68.4532	41.366	69.5136	39.8397	70.1504	38.808	71.3395	37.4537	72.1221	35.7059	72.1391	34.2669	72.6825	33.1202	73.8566	31.847	74.7432	30.2854	75.5704	
55.0107	64.5714	53.4781	64.5365	52.0285	65.1634	50.4543	65.2758	48.8874	65.3558	47.3277	65.7987	45.9577	66.4901	44.8959	67.6795	43.4297	68.1408	41.8437	68.4736	40.3868	69.557	39.2603	70.6394	37.8418	71.1964	36.8769	72.6519	35.6828	73.5971	34.934	74.9592	34.1667	76.3023	33.3359	77.5856	
54.9991	64.6082	53.4339	64.529	51.9028	65.0181	50.3526	65.3743	48.8077	65.9233	47.453	66.9166	45.9171	67.4632	44.2855	67.6094	42.7304	67.305	41.1276	67.5225	39.6495	67.8443	38.1388	68.042	36.5758	67.8019	35.1409	66.9318	33.5749	66.504	32.2435	65.7032	30.5585	65.1217	29.3806	64.0753	
55.0218	64.5924	53.4311	64.6391	51.9507	65.5997	50.4817	66.2105	49.6633	68.052	48.4035	68.9329	46.8324	69.3061	45.3035	69.8229	43.819	70.1704	42.317	70.5758	40.6521	70.6779	39.1504	70.8825	37.6102	70.8896	36.1034	70.5159	34.5366	70.7048	33.0156	70.9375	31.61	71.6994	30.2131	72.6087	
55.0082	64.6519	53.4626	64.9488	51.9683	65.3784	50.5201	66.0296	49.3985	67.4771	48.6561	68.907	47.9112	70.3595	47.3512	71.7838	46.3466	73.0792	45.7157	74.6037	44.7649	75.798	44.0006	77.0998	43.1289	78.4327	42.3936	79.7674	42.0228	81.283	42.0154	82.8758	41.9937	84.4042	41.1861	85.7735	
55.028	64.6239	53.4379	64.7229	51.9213	65.5579	50.6155	66.5682	49.5295	67.7902	49.0126	69.4519	48.6646	71.0804	48.0379	72.4642	47.1051	73.7031	45.8881	74.6919	44.8263	75.772	44.0832	77.1216	43.0046	78.2076	41.6751	79.2819	40.5344	80.4421	39.1176	81.11	37.7062	81.6836	36.045	81.488	
55.0341	64.6647	53.4571	64.6984	52.0456	65.6045	50.7459	66.6251	49.7914	68.0867	49.0233	69.5424	48.7349	71.1183	48.1756	72.6117	47.5218	74.1771	46.8847	75.5667	45.6351	76.5472	44.8614	77.8431	44.4553	79.3568	44.0334	80.8194	43.3349	82.3648	42.2082	83.4892	41.1484	84.5998	39.8532	85.4822	
