25	100
40	200
42	300
82	400
97	500
107	600
108	700
118	800
121	900
131	1000
133	1100
140	1200
160	1300
207	1400
234	1500
237	1600
260	1700
299	1800
303	1900
318	2000
337	2100
339	2200
355	2300
385	2400
388	2500
409	2600
444	2700
445	2800
455	2900
469	3000
478	3100
493	3200
508	3300
520	3400
527	3500
538	3600
570	3700
640	3800
683	3900
706	4000
722	4100
732	4200
735	4300
745	4400
747	4500
748	4600
757	4700
773	4800
787	4900
812	5000
814	5100
817	5200
867	5300
887	5400
906	5500
925	5600
952	5700
976	5800
1038	5900
1049	6000
1059	6100
1082	6200
1109	6300
1124	6400
1131	6500
1164	6600
1173	6700
1191	6800
1218	6900
1233	7000
1262	7100
1279	7200
1290	7300
1294	7400
1331	7500
1333	7600
1340	7700
1361	7800
1400	7900
1480	8000
1503	8100
1538	8200
1564	8300
1595	8400
1639	8500
1658	8600
1685	8700
1697	8800
1700	8900
1702	9000
1723	9100
1730	9200
1742	9300
1761	9400
1768	9500
1797	9600
1835	9700
1844	9800
1845	9900
1929	10000
1952	10100
1971	10200
1990	10300
2018	10400
2028	10500
2031	10600
2045	10700
2057	10800
2078	10900
2091	11000
2116	11100
2130	11200
2149	11300
2181	11400
2200	11500
2203	11600
2273	11700
2287	11800
2412	11900
2418	12000
2433	12100
2458	12200
2469	12400
2495	12500
2512	12600
2524	12700
2529	12800
2558	12900
2564	13000
2583	13100
2587	13200
2603	13300
2613	13400
2628	13500
2642	13600
2673	13700
2686	13800
2707	13900
2768	14000
2775	14100
2782	14200
2798	14300
2818	14400
2834	14500
2841	14600
2847	14700
2867	14800
2880	14900
2884	15000
2889	15100
2908	15200
2933	15300
2948	15400
2994	15500
3021	15600
3041	15700
3075	15800
3093	15900
3123	16000
3148	16100
3159	16200
3161	16300
3194	16400
3205	16500
3209	16600
3210	16700
3233	16800
3244	16900
3296	17000
3334	17100
3341	17200
3348	17300
3358	17400
3362	17500
3391	17600
3421	17700
3432	17800
3443	17900
3483	18000
3501	18100
3510	18200
3518	18300
3525	18400
3546	18500
3559	18600
3577	18700
3592	18800
3620	18900
3637	19000
3641	19100
3649	19200
3656	19300
3682	19400
3708	19500
3732	19600
3743	19700
3779	19800
3818	19900
3859	20000
3874	20100
3883	20200
3902	20300
3920	20400
3925	20500
3931	20600
3935	20700
3946	20800
3957	20900
3972	21000
3993	21100
4007	21200
4041	21300
4053	21400
4068	21500
4074	21600
4084	21700
4166	21800
4193	21900
4248	22000
4276	22100
4292	22200
4303	22300
4305	22400
4311	22500
4329	22600
4339	22700
4349	22800
4373	22900
4377	23000
4394	23100
4421	23200
4454	23300
4467	23400
4498	23500
4508	23600
4568	23700
4595	23800
4626	23900
4702	24000
4747	24100
4757	24200
4773	24300
4788	24400
4804	24500
4821	24600
4833	24700
4842	24800
4858	24900
4888	25000
4905	25100
4929	25200
4942	25300
4951	25400
4979	25500
5064	25600
5082	25700
5087	25800
5092	25900
5115	26000
5129	26100
5148	26200
5149	26300
5164	26400
5176	26500
5193	26600
5196	26700
5209	26800
5239	26900
5274	27000
5286	27100
5287	27200
5290	27300
5301	27400
5317	27500
5342	27600
5355	27700
5376	27800
5403	27900
5442	28000
5451	28100
5454	28200
5464	28300
5477	28400
5487	28600
5497	28700
5500	28800
5506	28900
5507	29000
5524	29100
5537	29200
5546	29300
5579	29400
5598	29500
5625	29600
5661	29700
5672	29800
5708	29900
5725	30000
5742	30100
5753	30200
5764	30300
5768	30400
5785	30500
5786	30600
5789	30700
5804	30800
5840	30900
5859	31000
5887	31100
5898	31200
5910	31300
5927	31400
5949	31500
5961	31600
6011	31700
6092	31800
6099	31900
6122	32000
6141	32100
6143	32200
6170	32300
6193	32500
6208	32600
6229	32700
6237	32800
6254	32900
6291	33000
6298	33100
6320	33200
6340	33300
6441	33400
6451	33500
6475	33600
6476	33700
6495	33800
6532	33900
6534	34000
6551	34100
6581	34200
6603	34300
6606	34400
6633	34500
6689	34600
6698	34700
6706	34800
6733	35000
6735	35100
6758	35200
6769	35300
6788	35400
6819	35500
6867	35600
6888	35700
6980	35800
6992	35900
6994	36000
7007	36100
7022	36200
7052	36300
7093	36400
7101	36500
7105	36600
7127	36700
7156	36800
7182	36900
7211	37000
7236	37100
7249	37200
7275	37300
7290	37400
7298	37500
7320	37600
7345	37700
7349	37800
7374	37900
7387	38000
7406	38100
7442	38200
7452	38300
7467	38400
7480	38500
7490	38600
7533	38700
7607	38800
7613	38900
7628	39000
7645	39100
7647	39200
7651	39300
7670	39400
7682	39500
7705	39600
7708	39700
7737	39800
7745	39900
7760	40000
7777	40100
7798	40200
7802	40300
7808	40400
7827	40500
7843	40600
7852	40700
7914	40800
7937	40900
7943	41000
7958	41100
7969	41200
7972	41300
7983	41400
7989	41500
8013	41600
8026	41700
8044	41800
8045	41900
8067	42000
8086	42100
8092	42200
8093	42300
8098	42400
8102	42500
8119	42600
8121	42700
8139	42800
8152	42900
8160	43000
8170	43100
8177	43200
8186	43300
8205	43400
8228	43500
8295	43600
8337	43700
8420	43800
8443	43900
8469	44000
8495	44100
8500	44200
8503	44300
8505	44400
8517	44500
8523	44700
8526	44800
8536	44900
8585	45000
8608	45100
8622	45200
8626	45300
8674	45400
8683	45500
8692	45600
8698	45700
8708	45800
8729	45900
8757	46000
8771	46100
8776	46200
8793	46300
8826	46400
8844	46500
8854	46600
8880	46700
8881	46800
8915	46900
8929	47000
8935	47100
8954	47200
8965	47300
8982	47400
9036	47500
9053	47600
9060	47700
9079	47800
9090	47900
9179	48000
9185	48100
9187	48200
9220	48300
9238	48400
9265	48500
9272	48600
9285	48700
9291	48800
9309	48900
9335	49000
9346	49100
9353	49200
9364	49300
9437	49400
9447	49500
9480	49600
9502	49700
9506	49800
9540	49900
9602	50000
9611	50100
9624	50200
9638	50300
9656	50400
9662	50500
9683	50600
9701	50700
9716	50800
9727	50900
9764	51000
9793	51100
9801	51200
9820	51300
9831	51400
9899	51500
9913	51600
9938	51700
9946	51800
10021	51900
10029	52000
10036	52100
10063	52200
10078	52300
10089	52400
10096	52500
10114	52600
10117	52700
10131	52800
10154	52900
10158	53000
10162	53100
10195	53200
10196	53300
10199	53400
10217	53500
10235	53600
10256	53700
10273	53800
10316	53900
10437	54000
10440	54100
10448	54200
10450	54300
10451	54400
10461	54500
10485	54600
10523	54700
10572	54800
10585	54900
10598	55000
10627	55100
10631	55200
10652	55300
10705	55400
10711	55500
10721	55600
10774	55700
10778	55800
10812	55900
10834	56000
10850	56100
10865	56200
10873	56300
10893	56400
10908	56500
